127.0.0.1 - - [02/Sep/2025:18:16:39 +0530] "GET / HTTP/1.1" 404 752
0:0:0:0:0:0:0:1 - - [02/Sep/2025:18:16:40 +0530] "GET /Food_Plaza/images/templatemo_menu_hover_left.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Sep/2025:18:16:40 +0530] "GET /Food_Plaza/images/templatemo_content_top.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Sep/2025:18:16:40 +0530] "GET /Food_Plaza/images/templatemo_content_bg_middle.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Sep/2025:18:16:40 +0530] "GET /Food_Plaza/images/templatemo_content_bg_top.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Sep/2025:18:16:40 +0530] "GET /Food_Plaza/images/templatemo_content_bg_bottom.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Sep/2025:18:16:40 +0530] "GET /Food_Plaza/images/templatemo_header_bg.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Sep/2025:18:16:40 +0530] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [02/Sep/2025:18:16:44 +0530] "GET /Food_Plaza/login.jsp HTTP/1.1" 200 4349
0:0:0:0:0:0:0:1 - - [02/Sep/2025:18:16:56 +0530] "POST /Food_Plaza/login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [02/Sep/2025:18:16:56 +0530] "GET /Food_Plaza/index.jsp HTTP/1.1" 200 4956
0:0:0:0:0:0:0:1 - - [02/Sep/2025:18:16:58 +0530] "GET /Food_Plaza/food HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [02/Sep/2025:18:16:58 +0530] "GET /Food_Plaza/foodlist.jsp HTTP/1.1" 200 3792
0:0:0:0:0:0:0:1 - - [02/Sep/2025:18:17:02 +0530] "GET /Food_Plaza/addtocart.jsp?f_id=3 HTTP/1.1" 200 4852
0:0:0:0:0:0:0:1 - - [02/Sep/2025:18:17:08 +0530] "POST /Food_Plaza/cart HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [02/Sep/2025:18:17:08 +0530] "GET /Food_Plaza/cart HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [02/Sep/2025:18:17:08 +0530] "GET /Food_Plaza/cartlist.jsp HTTP/1.1" 200 4913
0:0:0:0:0:0:0:1 - - [02/Sep/2025:18:17:12 +0530] "POST /Food_Plaza/placeorder HTTP/1.1" 200 3482
0:0:0:0:0:0:0:1 - - [02/Sep/2025:18:17:18 +0530] "GET /Food_Plaza/updatecustomer.jsp HTTP/1.1" 200 4415
0:0:0:0:0:0:0:1 - - [02/Sep/2025:18:17:23 +0530] "GET /Food_Plaza/addfeedback.jsp HTTP/1.1" 200 4326
0:0:0:0:0:0:0:1 - - [02/Sep/2025:18:17:28 +0530] "POST /Food_Plaza/feedback HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [02/Sep/2025:18:17:28 +0530] "GET /Food_Plaza/success.jsp HTTP/1.1" 200 3420
0:0:0:0:0:0:0:1 - - [02/Sep/2025:18:17:32 +0530] "GET /Food_Plaza/addfeedback.jsp HTTP/1.1" 200 4326
0:0:0:0:0:0:0:1 - - [02/Sep/2025:18:17:53 +0530] "GET /Food_Plaza/changepass.jsp HTTP/1.1" 200 4442
0:0:0:0:0:0:0:1 - - [02/Sep/2025:18:17:55 +0530] "GET /Food_Plaza/login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [02/Sep/2025:18:17:55 +0530] "GET /Food_Plaza/index.jsp HTTP/1.1" 200 4980
0:0:0:0:0:0:0:1 - - [02/Sep/2025:18:17:57 +0530] "GET /Food_Plaza/login.jsp HTTP/1.1" 200 4349
0:0:0:0:0:0:0:1 - - [02/Sep/2025:18:18:06 +0530] "POST /Food_Plaza/login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [02/Sep/2025:18:18:06 +0530] "GET /Food_Plaza/index.jsp HTTP/1.1" 200 4945
0:0:0:0:0:0:0:1 - - [02/Sep/2025:18:18:08 +0530] "GET /Food_Plaza/addfood.jsp HTTP/1.1" 200 4710
0:0:0:0:0:0:0:1 - - [02/Sep/2025:18:18:11 +0530] "GET /Food_Plaza/food HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [02/Sep/2025:18:18:11 +0530] "GET /Food_Plaza/foodlist.jsp HTTP/1.1" 200 3874
0:0:0:0:0:0:0:1 - - [02/Sep/2025:18:18:13 +0530] "GET /Food_Plaza/addfood.jsp HTTP/1.1" 200 4710
0:0:0:0:0:0:0:1 - - [02/Sep/2025:18:18:19 +0530] "POST /Food_Plaza/food HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [02/Sep/2025:18:18:19 +0530] "GET /Food_Plaza/success.jsp HTTP/1.1" 200 3409
0:0:0:0:0:0:0:1 - - [02/Sep/2025:18:18:22 +0530] "GET /Food_Plaza/food HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [02/Sep/2025:18:18:22 +0530] "GET /Food_Plaza/foodlist.jsp HTTP/1.1" 200 4164
0:0:0:0:0:0:0:1 - - [02/Sep/2025:18:18:31 +0530] "GET /Food_Plaza/customer HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [02/Sep/2025:18:18:31 +0530] "GET /Food_Plaza/customerlist.jsp HTTP/1.1" 200 4292
0:0:0:0:0:0:0:1 - - [02/Sep/2025:18:18:50 +0530] "GET /Food_Plaza/feedback HTTP/1.1" 200 3973
0:0:0:0:0:0:0:1 - - [02/Sep/2025:18:18:59 +0530] "GET /Food_Plaza/feedback?action=delete&c_email=k@gmail.com HTTP/1.1" 200 3565
0:0:0:0:0:0:0:1 - - [02/Sep/2025:18:19:07 +0530] "GET /Food_Plaza/changepass.jsp HTTP/1.1" 200 4432
0:0:0:0:0:0:0:1 - - [02/Sep/2025:18:19:09 +0530] "GET /Food_Plaza/food HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [02/Sep/2025:18:19:09 +0530] "GET /Food_Plaza/foodlist.jsp HTTP/1.1" 200 4164
0:0:0:0:0:0:0:1 - - [02/Sep/2025:18:19:15 +0530] "GET /Food_Plaza/updatefood.jsp?f_id=7 HTTP/1.1" 200 4593
0:0:0:0:0:0:0:1 - - [02/Sep/2025:18:19:24 +0530] "POST /Food_Plaza/food HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [02/Sep/2025:18:19:24 +0530] "GET /Food_Plaza/food HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [02/Sep/2025:18:19:24 +0530] "GET /Food_Plaza/foodlist.jsp HTTP/1.1" 200 4166
0:0:0:0:0:0:0:1 - - [02/Sep/2025:18:19:32 +0530] "GET /Food_Plaza/changepass.jsp HTTP/1.1" 200 4432
0:0:0:0:0:0:0:1 - - [02/Sep/2025:18:19:35 +0530] "GET /Food_Plaza/feedback HTTP/1.1" 200 3565
0:0:0:0:0:0:0:1 - - [02/Sep/2025:18:19:38 +0530] "GET /Food_Plaza/login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [02/Sep/2025:18:19:38 +0530] "GET /Food_Plaza/index.jsp HTTP/1.1" 200 4980
0:0:0:0:0:0:0:1 - - [02/Sep/2025:18:19:39 +0530] "GET /Food_Plaza/registration.jsp HTTP/1.1" 200 5156
0:0:0:0:0:0:0:1 - - [02/Sep/2025:18:19:41 +0530] "GET /Food_Plaza/contact.jsp HTTP/1.1" 200 3473
0:0:0:0:0:0:0:1 - - [02/Sep/2025:18:19:44 +0530] "GET /Food_Plaza/index.jsp HTTP/1.1" 200 4980
